timestamp,pressure,temperature,flow,level,vibration,label
2024-01-01 00:00:00,20.248357076505616,34.66241086251281,99.13650639503507,69.44295932088346,0.01993394947256088,0.0
2024-01-01 00:01:00,19.93086784941441,34.92774066464224,99.96879651106092,69.68453458313111,0.01899269947924881,0.0
2024-01-01 00:02:00,20.323844269050348,34.60379003950002,100.01801687204444,69.52896990821287,0.019655250085092675,0.0
2024-01-01 00:03:00,20.76151492820401,34.84601923518048,100.4726303458434,69.72600209062944,0.0214294634550354,0.0
2024-01-01 00:04:00,19.882923312638333,34.05319266652311,98.63314163671917,69.89292484464441,0.022555713310061027,0.0
2024-01-01 00:05:00,19.88293152152541,35.10664685368647,100.59256727384734,70.41857724316569,0.02114097466172715,0.0
2024-01-01 00:06:00,20.789606407753695,35.00060273768111,97.29560836839723,69.83942048064715,0.02020344641694354,0.0
2024-01-01 00:07:00,20.383717364576455,34.591455684465906,99.3701154476362,69.2071871466152,0.022996023540608854,0.0
2024-01-01 00:08:00,19.765262807032524,35.3296228342162,99.51172615754845,70.57003392324758,0.019374327053896957,0.0
2024-01-01 00:09:00,20.271280021792982,35.46878506881328,100.63332682607124,69.58145493319248,0.022061838676733815,0.0
2024-01-01 00:10:00,19.76829115359377,34.19622006781551,100.02263085267687,69.97063978644769,0.019423874403297445,0.0
2024-01-01 00:11:00,19.76713512321487,34.618637610716895,98.59443694614372,70.22326825347035,0.020862045916021785,0.0
2024-01-01 00:12:00,20.120981135783016,34.61542882510635,99.01500687418299,70.09980520920139,0.019772874870419097,0.0
2024-01-01 00:13:00,19.0433598776711,34.530048449445566,100.1986800095474,70.54708977376073,0.019888295634694377,0.0
2024-01-01 00:14:00,19.137541083743482,35.41473742096587,99.92093265813544,70.23950157169638,0.01924522696507558,0.0
2024-01-01 00:15:00,19.718856235379512,34.9030869306136,99.42087589036426,69.56934521015144,0.02268970806236139,0.0
2024-01-01 00:16:00,19.493584439832787,34.86774257934469,99.51916621048802,71.08928108699583,0.01853414792378293,0.0
