timestamp,pressure,temperature,flow,level,vibration,label,error,prediction
2024-01-01 00:10:00,19.76829115359377,34.19622006781551,100.02263085267688,69.97063978644769,0.0194238744032974,0.0,0.035327306502945396,0
2024-01-01 00:11:00,19.76713512321487,34.618637610716895,98.59443694614372,70.22326825347035,0.0208620459160217,0.0,0.03641271131742956,0
2024-01-01 00:12:00,20.120981135783016,34.61542882510635,99.015006874183,70.09980520920139,0.019772874870419,0.0,0.0386646647276112,0
2024-01-01 00:13:00,19.0433598776711,34.530048449445566,100.1986800095474,70.54708977376073,0.0198882956346943,0.0,0.03823386075586776,0
2024-01-01 00:14:00,19.13754108374348,35.41473742096587,99.92093265813544,70.23950157169638,0.0192452269650755,0.0,0.04316378592725819,0
2024-01-01 00:15:00,19.718856235379512,34.9030869306136,99.42087589036426,69.56934521015144,0.0226897080623613,0.0,0.042209917449018385,0
2024-01-01 00:16:00,19.493584439832787,34.86774257934469,99.51916621048802,71.08928108699583,0.0185341479237829,0.0,0.04091381075680417,0
2024-01-01 00:17:00,20.15712366629764,33.99806881779662,100.6961679971593,70.09716673166912,0.0185195354949025,0.0,0.04296670190741972,0
2024-01-01 00:18:00,19.545987962239398,35.31770901510461,99.4823074271308,69.92632988668925,0.0242419871316902,0.0,0.04095729887325703,0
2024-01-01 00:19:00,19.293848149332355,34.38037080257326,99.91190875597091,70.48196271152779,0.0219556951293086,0.0,0.03798029504595219,0
2024-01-01 00:20:00,20.732824384460777,35.029966315133166,102.16993658808056,70.12472547296504,0.0152297726026139,0.0,0.033993496930345,0
2024-01-01 00:21:00,19.88711184975673,35.1386884689791,98.57631736311608,70.19961409646966,0.0188694825215791,0.0,0.040301436053424934,0
2024-01-01 00:22:00,20.03376410234396,35.68032929791933,98.14815726842534,71.24609199930035,0.0163760213248758,0.0,0.0401199741206526,0
2024-01-01 00:23:00,19.287625906893272,34.34558980044044,100.7835896647986,69.86243928587248,0.0180986186131694,0.0,0.05099954823855289,0
2024-01-01 00:24:00,19.727808637737407,33.49024392208959,99.32135693870588,69.8411195529913,0.0137229706675319,0.0,0.055438451573326185,0
2024-01-01 00:25:00,20.055461294854933,35.09192477237685,99.68176247225738,70.05828925600623,0.0197260208446121,0.0,0.06515141661714668,0
2024-01-01 00:26:00,19.424503211288847,35.90025559075543,99.21884362186888,70.53575796779052,0.0177161163616773,0.0,0.05780402618301736,0
2024-01-01 00:27:00,20.18784900917284,35.61947317646972,99.74019985923248,69.2467329849048,0.0201198105135928,0.0,0.055971100805677895,0
2024-01-01 00:28:00,19.6996806550406,35.104829707637315,101.59853811209634,69.01722205426175,0.0167497574822349,0.0,0.06152095733637152,0
2024-01-01 00:29:00,19.85415312510336,34.75418190718398,100.80212845861811,69.70644236468992,0.020165823706344,0.0,0.06585077953286096,0
2024-01-01 00:30:00,19.6991466938853,35.40356129831866,100.86222351188698,69.18303852047036,0.0191701674437593,0.0,0.06345231590916445,0
2024-01-01 00:31:00,20.92613909225447,34.513226900147764,98.58377294420735,69.78758432623718,0.0230039059303771,0.0,0.05892769538953753,0
2024-01-01 00:32:00,19.993251387631037,35.238178884678106,98.84884626344711,70.25124984806465,0.0228227137234912,0.0,0.06725875219788162,0
2024-01-01 00:33:00,19.47114453552205,35.25273507958331,97.16092134051458,69.55462556822387,0.0215706912060205,0.0,0.05546650015143901,0
2024-01-01 00:34:00,20.411272456051595,35.53010495374944,99.19061917891725,69.28658671160933,0.0193467724386775,0.0,0.05935085158204077,0
2024-01-01 00:35:00,19.38957817501449,36.37983001945554,100.95670318638564,70.03466858085767,0.0239707607905205,0.0,0.04875715881689678,0
2024-01-01 00:36:00,20.10443179750238,35.19620798358938,100.51694651574836,70.43127174230759,0.0168939294443203,0.0,0.05700245994068695,0
2024-01-01 00:37:00,19.020164938060116,34.74551818714625,99.77848673704788,69.15251328074169,0.0171928827408726,0.0,0.045572060811098686,0
2024-01-01 00:38:00,19.335906975550785,34.987212843904004,99.97769971628196,70.410116199153,0.0198324338002218,0.0,0.05675747764403845,0
2024-01-01 00:39:00,20.09843061793456,34.11546204755544,99.3111144574246,70.40865310186916,0.0245080762178422,0.0,0.05322065606608423,0
2024-01-01 00:40:00,20.369233289997705,34.65264343445547,100.2047588824018,70.47704255107831,0.0195953221862598,0.0,0.0589364701870479,0
2024-01-01 00:41:00,20.085684140594985,34.795358780943445,100.76587827948062,70.60924010743584,0.0196335095135814,0.0,0.05596743574459311,0
2024-01-01 00:42:00,19.94217585880588,34.737955801032705,98.38411321258953,71.1010069623298,0.0171161792877763,0.0,0.04921931936922169,0
2024-01-01 00:43:00,19.849448152205355,35.07617743601686,100.29964768783736,69.82195397569048,0.0218918591705407,0.0,0.04663998383290279,0
2024-01-01 00:44:00,19.260739004816287,34.5887900338089,100.93243487095468,70.05478579003893,0.0219063525086587,0.0,0.05467569878408998,0
2024-01-01 00:45:00,19.640077895802644,35.56051533366224,99.58489971103664,69.79178078337598,0.0215781504027998,0.0,0.0525665228373861,0
2024-01-01 00:46:00,19.769680614520105,35.0001035324591,100.70070061212058,70.0009884223779,0.0187415586543052,0.0,0.04502568548026484,0
2024-01-01 00:47:00,20.528561113109458,34.995349839430695,102.81465444447257,70.76643667781815,0.0185865864632539,0.0,0.042903451006658974,0
2024-01-01 00:48:00,20.17180914478423,34.83605264174354,99.8956572070131,69.32749275803467,0.01741375549919,0.0,0.038011364237601625,0
2024-01-01 00:49:00,19.118479922318635,35.07759534192949,100.39330705000532,69.56947516391722,0.0201677450035218,0.0,0.04163241579756303,0
2024-01-01 00:50:00,20.1620419846974,35.412549132333815,99.2619429163386,70.68859046825229,0.0178391853414429,0.0,0.04024547956125031,0
